ID 3,Name,semi major axis (AU),eccentricity of the orbit,inclination of the orbit wrt J2000 ecliptic plane,longitude of the ascending node,argument of the perihelion (J2000 ecliptic),perihelion distance (comets only),aphelion distance (AU),period (years),data-arc span,codition code,# observations used (total),# of delay radar observations,# of Doppler radar observations used in fit,absolute magnitude,diameter (from equivalent sphere),object bi/tri axial ellipsoid dimensions,geometric albedo,rotation period,mass expressed as product of mass and gravity,color index BV,color index UB,color index IR,spectral taxonomic type (SMASSII),spectral taxonomic type (Tholen)
id,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
a0005370,5370 Taranis (1986 RA),3.332006656,0.634182768,19.09340923,177.8404343,161.180271,1.218905451,5.44510786,6.082288171,9625,0,224,,,15.2,3.6,,,,,,,,,
a0005374,5374 Hokutosei (1989 AM1),3.175092305,0.09678118,12.28342181,300.0250142,250.8621591,2.867803127,3.482381484,5.65773674,12045,0,977,,,11.3,31.06,,0.0606,6.7592,,,,,,
a0005384,5384 Changjiangcun (1957 VA),1.935369586,0.103663354,27.0908975,48.87497545,89.11505651,1.734742683,2.135996488,2.692489821,21946,0,557,,,14,8.61,,0.072,12.5109,,,,,,
a0005399,5399 Awa (1989 BT),2.806614278,0.185263971,3.735851932,270.9213683,176.4732717,2.286649772,3.326578784,4.701996459,12708,0,1209,,,12.4,20.18,,0.0754,,,,,,,
a0005416,5416 Estremadoyro (1978 VE5),2.781152904,0.237151576,8.394169834,66.7319765,285.5785827,2.121598109,3.4407077,4.638157606,16139,0,1021,,,12.7,18.28,,0.0697,,,,,,C,
a0005420,5420 Jancis (1982 JR1),2.679024451,0.235466192,8.681021704,85.45727888,258.10831,2.048204764,3.309844138,4.385036557,10932,0,775,,,13.5,12.35,,0.0731,,,,,,,
a0005435,5435 Kameoka (1990 BS1),3.156386932,0.127753,18.1403272,109.17498,358.895994,2.753149033,3.559624832,5.607813442,22819,0,965,,,11.7,25.7,,0.0737,,,,,,,
a0005439,5439 Couturier (1990 RW),3.950864768,0.157813383,1.233216396,351.5861483,330.5139759,3.327365432,4.574364105,7.853196228,22647,0,1356,,,11.8,32.11,,0.0358,50,,,,,,
a0005443,5443 Encrenaz (1991 NX1),2.471942948,0.108003054,10.7338841,320.3289122,232.4448542,2.204965561,2.738920335,3.886564387,12221,0,879,,,13.2,12.36,,0.0801,,,,,,,
a0005458,5458 Aizman (1980 TB12),3.170465836,0.026182356,9.175540891,222.3992474,120.9763472,3.087455572,3.253476101,5.645375301,15197,0,886,,,12.1,26.49,,0.0526,,,,,,,
a0005461,5461 Autumn (1983 HB1),3.148570262,0.146789971,12.89040164,112.1288075,191.0261859,2.686391725,3.610748799,5.586995045,11266,0,1177,,,11.7,21.6,,0.0986,,,,,,,
a0005468,5468 Hamatonbetsu (1988 BK),2.87537872,0.223101413,11.96115554,135.0744283,69.54499056,2.233877666,3.516879774,4.87585502,22580,0,1155,,,12.2,22.21,,0.0748,42.02,,,,,,
a0005469,5469 (1988 BK4),3.121185043,0.145120857,19.20469523,143.8199472,291.6756422,2.668235996,3.57413409,5.514263028,13379,0,600,,,13.1,26.9,,0.0268,,,,,,,
a0005484,5484 Inoda (1990 VH1),2.411975392,0.146411854,12.58704623,48.42372548,110.1237918,2.058833603,2.765117181,3.745997742,22977,0,1124,,,12.8,12.32,,0.1062,14.1479,,,,,,
a0005489,5489 Oberkochen (1993 BF2),2.629787144,0.181229548,14.00315826,102.2117582,265.7782559,2.153192009,3.106382279,4.26470602,23013,0,967,,,11.5,11.43,,0.3398,5.625,,,,,,
a0005495,5495 Rumyantsev (1972 RY3),3.413983878,0.045794395,9.226678146,32.99391207,278.5006756,3.257642551,3.570325204,6.308126604,15190,0,938,,,11.5,27.76,,0.0833,,,,,,,
a0005521,5521 Morpurgo (1991 PM1),2.575017393,0.194368115,11.16227804,90.85461562,266.7240306,2.074516117,3.075518669,4.13217259,22711,0,937,,,12.3,9,,0.2393,,,,,,,
a0005528,5528 (1992 AJ),3.246160926,0.042876283,16.40026759,140.5714174,336.4925999,3.106977611,3.385344242,5.848752867,21641,0,995,,,11.2,23.92,,0.1348,,,,,,,
a0005535,5535 Annefrank (1942 EM),2.212536203,0.063807334,4.247513547,120.6498315,8.79445414,2.071360167,2.35371224,3.291120478,26310,0,1375,,,13.7,4.8,6.6 x 5.0 x 3.4,,15.12,,,,,,
a0005567,5567 Durisen (1953 FK1),2.939509686,0.220126085,16.165988,9.069202911,308.486686,2.292446928,3.586572445,5.039884058,22290,0,1148,,,11.2,31.64,,0.0845,7.001,,,,,,
a0005572,5572 Bliskunov (1978 SS2),3.135048491,0.156020146,8.919755775,197.8171331,74.35830241,2.645917767,3.624179215,5.55104306,15714,0,1122,,,12.4,20.2,,0.0686,,,,,,,
a0005576,5576 Albanese (1986 UM1),2.758513204,0.071528385,5.613238391,30.89605412,70.7713171,2.56120121,2.955825197,4.581638324,21590,0,1011,,,12.3,18.49,,0.0681,,,,,,Xk,
a0005587,5587 (1990 SB),2.396545107,0.545705155,18.07394948,190.2073271,86.52840962,1.088738088,3.704352125,3.710108526,21965,0,2479,,,13.8,3.57,,0.32,5.0522,,,,,Sq,
a0005592,5592 Oshima (1990 VB4),3.178781512,0.063388599,8.488624891,231.9263367,98.05337229,2.977283006,3.380280019,5.667600371,21372,0,1127,,,11.7,25.43,,0.0686,12.54,,,,,,
a0005603,5603 Rausudake (1992 CE),3.978154689,0.061963484,4.323394929,196.7309901,18.65216139,3.731654365,4.224655014,7.934703485,14774,0,1300,,,10.7,42.34,,0.0622,6.79,,,,,,
a0005616,5616 Vogtland (1987 ST10),2.631703163,0.197412449,3.213103688,83.6766848,28.62305924,2.112172196,3.15123413,4.269367659,13449,0,997,,,13.8,16.43,,0.0261,,,,,,,
a0005641,5641 McCleese (1990 DJ),1.819611209,0.126436303,22.20095825,151.3263192,56.99629627,1.589546294,2.049676124,2.454573875,14884,0,894,,,14,5.68,,0.4552,418,,,,,A,
a0005646,5646 (1990 TR),2.142140459,0.437049082,7.914406901,14.14049294,335.6749249,1.205919937,3.07836098,3.135307332,8765,0,1062,,,15.2,4.3,,,3.1999,,,,,U,
a0005647,5647 (1990 TZ),2.424874838,0.268441363,21.93410137,240.2246344,227.6403712,1.773938132,3.075811545,3.776088749,20442,0,891,,,12,10.62,,0.4729,6.144,,,,,S,
a0005651,5651 Traversa (1991 CA2),3.139757261,0.157489444,14.64846308,139.1164694,229.7522777,2.645278636,3.634235886,5.563554061,13383,0,1056,,,11.5,26.88,,0.0511,,,,,,,
a0005654,5654 Terni (1993 KG),2.776448838,0.200586409,8.817983103,13.41673187,131.2007464,2.219530936,3.33336674,4.626395053,22860,0,937,,,12.4,19.32,,0.0684,9.255,,,,,,
a0005661,5661 Hildebrand (1977 PO1),3.961734603,0.233539255,13.31239178,317.1254983,1.771994219,3.036514057,4.886955149,7.885627723,13384,0,861,,,10.9,34.37,,0.1364,13.61,,,,,,
a0005678,5678 DuBridge (1989 TS),2.728914459,0.274293873,34.09867497,48.04068761,297.4769179,1.980389942,3.477438976,4.508095274,22088,0,382,,,13.8,30.6,,0.013,,,,,,C,
a0005697,5697 Arrhenius (6766 P-L),3.142516036,0.070581112,13.67710507,170.5486511,116.4443276,2.92071376,3.364318312,5.570888369,19555,0,1064,,,12.5,19.7,,0.0774,,,,,,,
a0005704,5704 Schumacher (1950 DE),3.21839942,0.112409352,11.59092949,151.6263019,39.52395396,2.856621226,3.580177613,5.773884794,23418,0,944,,,12,25.57,,0.0515,,,,,,,
a0005709,5709 Tamyeunleung (1977 TS3),3.081242144,0.250453049,4.198309591,113.8774264,260.5639841,2.309535655,3.852948632,5.408750473,13033,0,1067,,,12.2,18.36,,0.0831,,,,,,,
a0005711,5711 Eneev (1978 SO4),3.938733895,0.162880954,6.371843843,14.21974223,295.7617373,3.297189159,4.580278631,7.817054913,12978,0,1108,,,10.9,38.81,,0.0426,30,,,,,,
a0005747,5747 (1991 CO3),2.39758834,0.240816129,24.62065123,282.1689383,170.9308238,1.820210397,2.974966282,3.712531344,13055,0,620,,,12.4,8.13,,0.267,38.6,,,,,,
a0005751,5751 Zao (1992 AC),2.103266942,0.423656776,16.07487414,121.6965954,25.21681114,1.21220365,2.994330234,3.050350861,9149,0,1055,,,14.6,2.3,,0.36,76,,,,,X,
a0005757,5757 Ticha (1967 JN),2.936954975,0.185042279,13.68480235,38.2658932,242.9558881,2.393494133,3.480415817,5.033315283,17040,0,1038,,,12,21.05,,0.0632,,,,,,,
a0005771,5771 Somerville (1987 ST1),3.134910792,0.223842269,8.225354803,288.5117073,101.2823855,2.433185248,3.836636336,5.550677341,11153,0,895,,,12.2,22.83,,0.0372,9.2,,,,,,
a0005832,5832 Martaprincipe (1991 LE1),2.624191567,0.117071385,28.20896675,110.6982025,262.6063302,2.316973825,2.931409308,4.251101804,10595,0,702,,,12.1,18.8,,0.1146,,,,,,,
a0005833,5833 Peterson (1991 PQ),3.496947256,0.031448955,19.38182383,306.6795936,117.0478127,3.386971921,3.606922591,6.539459059,15156,0,1002,,,10.9,32.08,,0.0901,,,,,,,
a0005849,5849 (1990 HF1),3.181137563,0.008181395,22.53934559,129.769704,137.1205972,3.155111421,3.207163704,5.673902609,11084,0,892,,,10.9,28.39,,0.1823,8.733,,,,,,
a0005852,5852 Nanette (1991 HO),2.739292342,0.213120415,18.64163718,78.56745548,178.1650855,2.155493222,3.323091461,4.533835694,22037,0,883,,,12,24.53,,0.0353,,,,,,,
a0005870,5870 Baltimore (1989 CC1),2.792313309,0.419675184,28.95004242,154.1408832,271.5183897,1.620448707,3.964177912,4.666104081,14308,0,712,,,13.2,7.54,,0.215,,,,,,,
a0005889,5889 Mickiewicz (1979 FA3),3.043557334,0.159343055,19.18246265,182.1249083,40.22449328,2.55858761,3.528527058,5.309827755,12706,0,878,,,12.1,22.55,,0.0726,,,,,,,
a0005900,5900 Jensen (1986 TL),3.147360656,0.215428702,9.070926632,302.1912425,34.97441222,2.469328834,3.825392478,5.583775767,29885,0,814,,,12,29.81,,0.0287,,,,,,,
a0005914,5914 Kathywhaler (1990 WK),3.54095318,0.087804512,10.3778896,73.25695365,247.3853722,3.230041516,3.851864844,6.663286375,18026,0,921,,,10.8,38.53,,0.057,,,,,,,
a0005919,5919 Patrickmartin (1991 PW12),3.198145854,0.122158066,0.665158889,5.813127591,188.62366,2.807466542,3.588825167,5.719467567,32744,0,1308,,,12.2,20.45,,0.0968,,,,,,,
a0005922,5922 Shouichi (1992 UV),3.004901306,0.10850827,7.858194566,232.3999313,148.375471,2.678844663,3.33095795,5.208989968,23224,0,1048,,,11.8,24.93,,0.0542,,,,,,,
a0005924,5924 Teruo (1994 CH1),2.345463338,0.109431102,4.089588583,109.477326,69.76891465,2.088796699,2.602129977,3.592122805,25427,0,1150,,,13.1,12.68,,0.0693,,,,,,,
a0005957,5957 Irina (1988 JN),3.228386658,0.111927855,22.88651415,150.2663376,101.6911909,2.867040265,3.589733052,5.800781647,9332,0,663,,,12.3,15.81,,0.1121,,,,,,,
a0005959,5959 Shaklan (1989 NB1),3.186502291,0.099945354,17.86143537,135.5101388,147.7213023,2.868026192,3.504978389,5.688261517,23594,0,847,,,12.1,19.94,,0.177,,,,,,,
a0006038,6038 (1989 EQ),3.050346613,0.188620113,8.280185389,313.558183,124.3451169,2.47498989,3.625703335,5.327604649,14473,0,768,,,12.5,22.93,,0.0443,,,,,,,
a0006057,6057 Robbia (5182 T-3),3.317717613,0.102305808,17.86250748,170.9326313,187.8452829,2.978295832,3.657139395,6.043205042,21571,0,1054,,,11.8,27.43,,0.0852,,,,,,,
a0006059,6059 (1979 TA),2.435714475,0.217060757,2.348080505,302.2737837,52.57093508,1.907016447,2.964412504,3.801436742,12543,0,818,,,14.3,8.23,,0.0413,,,,,,,
a0006063,6063 Jason (1984 KB),2.212339745,0.766440134,4.918747173,169.4632019,337.0685725,0.516713774,3.907965717,3.290682144,19371,0,504,1,0,15.9,1.4,,0.21,,,,,,,
a0006090,6090 (1989 DJ),5.314357685,0.056775482,20.18010146,328.5340809,73.93398542,5.012632465,5.616082904,12.25136205,21923,0,840,,,9.4,74.53,,0.0553,18.476,,,,,,
a0006106,6106 Stoss (6564 P-L),3.165431473,0.167754265,2.563426854,124.9172543,204.2366906,2.634416844,3.696446102,5.631934256,21822,0,1335,,,12.6,18.1,,0.0649,,,,,,,
a0006111,6111 Davemckay (1979 SP13),2.451652051,0.199047664,4.013989994,95.91552442,310.5808875,1.963656437,2.939647666,3.83880854,20696,0,1197,,,13.1,12.23,,0.0817,,,,,,,
a0006129,6129 Demokritos (1989 RB2),2.793536179,0.168461309,6.527884343,294.1271545,294.9130104,2.322933416,3.264138942,4.669169637,23400,0,1197,,,12.8,15.69,,0.0863,,,,,,Ch,
a0006137,6137 Johnfletcher (1991 BY),3.21462847,0.063460058,15.4394923,337.000323,88.05658534,3.01062796,3.418628979,5.763740007,21240,0,982,,,11.3,28.6,,0.086,,,,,,,
a0006150,6150 Neukum (1980 FR1),3.150845304,0.141238808,3.682722521,326.2776753,67.50462974,2.705823667,3.59586694,5.593051575,21801,0,990,,,12.8,15.36,,0.0987,,,,,,,
a0006157,6157 Prey (1991 RX2),2.425247727,0.084570597,3.969079532,280.0313852,225.4297254,2.220143079,2.630352376,3.776959793,22966,0,1001,,,13.7,16.86,,0.0171,,,,,,,
a0006174,6174 Polybius (1983 TR2),3.05177364,0.22137926,14.69407189,21.69750806,301.1249402,2.376174249,3.727373031,5.331343663,12996,0,850,,,11.8,20.61,,0.0723,,,,,,,
a0006175,6175 Cori (1983 XW),3.188988973,0.208073173,0.402909832,35.08378637,8.0847287,2.525445918,3.852532028,5.694921324,22152,0,1151,,,12.6,11.4,,0.1573,,,,,,,
a0006178,6178 (1986 DA),2.821928367,0.581704197,4.304854626,64.68107181,127.2770758,1.180400792,4.463455942,4.740533066,13407,0,395,1,1,15.1,2.3,,0.15,3.5,,0.677,0.267,,,
a0006187,6187 (1988 RD5),3.132977575,0.179796191,1.935135997,53.12727064,327.5766469,2.569680141,3.696275008,5.545543697,21832,0,1243,,,12.7,16.94,,0.0616,,,,,,,
a0006192,6192 (1990 KB1),2.292065063,0.266311413,10.33171315,122.2660765,169.1091607,1.681661976,2.902468149,3.470152928,13886,0,991,,,12.7,7.42,,0.2669,78.85,,,,,S,
a0006205,6205 Menottigalli (1983 OD),2.364414848,0.232761616,13.80849547,131.8905866,215.807489,1.814069828,2.914759869,3.635747543,11219,0,965,,,13.4,7.8,,0.0847,,,,,,,
a0006222,6222 (1980 PB3),3.245440495,0.123658183,21.24112342,54.42250221,129.9999068,2.844115221,3.64676577,5.846805926,12316,0,911,,,11.5,28.85,,0.0641,,,,,,,
a0006237,6237 Chikushi (1989 CV),3.930874909,0.072223924,5.363324437,25.55412673,205.572313,3.646971699,4.21477812,7.793670445,21350,0,1026,,,11.4,37.4,,0.0348,,,,,,,
a0006255,6255 Kuma (1994 XT),2.742068139,0.032857498,5.120621726,275.4034335,192.0536021,2.651970639,2.832165638,4.540728822,13999,0,1104,,,12.8,22.72,,0.0342,9.7,,,,,,
a0006279,6279 (1977 UO5),3.127909159,0.192430135,2.395281958,68.32078007,355.6523441,2.526005178,3.729813139,5.532092076,22823,0,1087,,,12.5,16.83,,0.0684,,,,,,,
a0006295,6295 Schmoll (1988 CF3),2.342971665,0.196362383,3.23649189,333.6768484,28.15190882,1.882900166,2.803043164,3.586400257,12646,0,839,,,14,7.59,,0.1114,,,,,,,
a0006336,6336 Dodo (1992 UU),2.472284009,0.098339698,9.502867047,24.33567265,358.7959481,2.229160346,2.715407672,3.887368776,22094,0,888,,,12.9,18.98,,0.0195,,,,,,,
a0006340,6340 Kathmandu (1993 TF2),3.227538634,0.141998156,2.29484423,77.9094024,70.17058264,2.769234098,3.68584317,5.798496195,12907,0,1149,,,12.3,19.97,,0.0702,,,,,,,
a0006348,6348 (1995 CH1),2.450843841,0.13655612,4.931419366,313.1420453,96.53212033,2.116166116,2.785521566,3.836910447,12938,0,987,,,13.2,11.84,,0.0726,,,,,,,
a0006349,6349 Acapulco (1995 CN1),2.6666903,0.139093535,10.79162436,328.1246551,236.7443427,2.295770918,3.037609682,4.354788567,24244,0,1038,,,12.2,19.24,,0.0757,,,,,,,
a0006350,6350 Schluter (3526 P-L),3.115780365,0.105280902,11.45847904,336.2830661,48.17962388,2.787748197,3.443812532,5.499946392,19251,0,886,,,12.1,24.56,,0.0671,,,,,,,
a0006353,6353 Semper (3107 T-3),3.101915301,0.154849897,2.527889584,31.82294525,58.63289434,2.621584036,3.582246565,5.463275541,21961,0,1147,,,12.5,17.9,,0.0962,24,,,,,,
a0006355,6355 Univermoscow (1969 TX5),3.202438664,0.078474022,22.3964946,24.08085336,234.84359,2.95113042,3.453746907,5.730987127,21232,0,845,,,11.4,28.38,,0.0663,,,,,,,
a0006359,6359 Dubinin (1977 AZ1),3.213120665,0.100599204,10.73586125,89.35375109,35.82162157,2.889883283,3.536358047,5.759685304,17321,0,828,,,11.4,31.47,,0.0448,,,,,,,
a0006362,6362 Tunis (1979 KO),3.194120459,0.171710428,19.11315796,105.3208383,298.4733343,2.645656667,3.74258425,5.708672622,12485,0,754,,,11.7,39.58,,0.0373,,,,,,,
a0006372,6372 Walker (1985 JW1),3.18521879,0.158972818,15.79796411,64.09024386,188.3195784,2.678855582,3.691581998,5.684825076,27057,0,971,,,11.2,38.04,,0.0443,,,,,,,
a0006392,6392 Takashimizuno (1990 HR),3.216083665,0.134847509,17.6116254,53.21140441,248.2070172,2.782402795,3.649764535,5.767654137,9741,0,872,,,11.3,30.55,,0.0754,21.81,,,,,,
a0006404,6404 Vanavara (1991 PS6),3.062407235,0.093708244,4.275622886,109.7164242,44.25911117,2.77543443,3.34938004,5.359232709,23348,0,983,,,12.9,20.93,,0.0279,,,,,,,
a0006453,6453 (1991 NY),2.558739077,0.328609806,5.037532398,196.420622,111.5127563,1.717912324,3.399565829,4.093051459,12558,0,867,,,13.6,7.88,,0.1032,15,,,,,,
a0006475,6475 Refugium (1987 SZ6),3.140606484,0.164928758,8.927374942,277.2212434,75.91157829,2.622630157,3.658582812,5.565811411,21428,0,1132,,,11.1,32.8,,0.1136,8.07,,,,,,
a0006479,6479 Leoconnolly (1988 LC),2.611368294,0.186105611,13.28758844,161.865486,51.87928927,2.125378003,3.097358585,4.219979998,20141,0,804,,,12.5,17.02,,0.0507,5.11,,,,,,
a0006570,6570 Tomohiro (1994 JO),3.132131242,0.170931262,14.42915289,215.4533325,323.7408851,2.596752097,3.667510388,5.543296766,21448,0,1075,,,11.9,21.62,,0.0546,,,,,,,
a0006574,6574 Gvishiani (1976 QE1),3.401993829,0.191015119,17.70886619,349.3953921,241.1656625,2.752161575,4.051826084,6.274924209,21368,0,828,,,11.4,24.8,,0.1257,,,,,,,
a0006606,6606 Makino (1990 UF),3.107094034,0.169576184,5.014645112,207.9103372,114.1300871,2.580204884,3.633983183,5.476962884,13465,0,1027,,,12.7,26,,0.0287,,,,,,,
a0006613,6613 Williamcarl (1994 LK),3.161812506,0.173554782,25.43957988,199.5076743,90.45115193,2.613064827,3.710560185,5.62227872,21842,0,979,,,12,22.24,,0.043,,,,,,,
a0006619,6619 Kolya (1973 SS4),3.171090396,0.187849205,19.08830135,18.0313012,112.7226033,2.575403587,3.766777205,5.647043534,18712,0,885,,,11.4,27.07,,0.1266,10.5011,,,,,,
a0006621,6621 Timchuk (1975 VN5),2.541093616,0.245014783,7.11628298,124.5524989,254.0461112,1.918488115,3.163699116,4.050785063,23305,0,919,,,13.7,11.72,,0.0512,,,,,,,
a0006631,6631 Pyatnitskij (1983 RQ4),2.469443652,0.14861099,7.133624765,192.1511058,205.3531123,2.102457187,2.836430117,3.880671521,23196,0,1013,,,13,14.35,,0.0494,,,,,,,
a0006648,6648 (1991 PM11),2.546633674,0.241196372,4.785401676,327.5288087,33.97223315,1.932394871,3.160872478,4.064039483,31969,0,1123,,,12.9,7.59,,0.1937,,,,,,,
a0006687,6687 Lahulla (1980 FN1),2.258990425,0.020803804,0.535741549,80.48808904,310.4134336,2.21199483,2.30598602,3.395312774,22777,0,1117,,,14.5,13.25,,0.0192,,,,,,,
a0006779,6779 Perrine (1990 DM1),2.255709219,0.107685115,1.84771696,314.2018664,200.0550067,2.012802912,2.498615525,3.387917872,14996,0,1265,,,13.9,15.3,,0.033,,,,,,,
a0006785,6785 (1990 VA7),3.189179602,0.098873705,20.06180057,46.34230592,119.7044814,2.8738536,3.504505605,5.695431972,16883,0,960,,,11.1,27.5,,0.0849,,,,,,,
a0006794,6794 Masuisakura (1992 DK),3.08153756,0.213402002,16.3368048,41.08513242,349.1428396,2.423931275,3.739143846,5.409528344,24635,0,1065,,,11.2,26.82,,0.0978,4.58,,,,,,
a0006862,6862 Virgiliomarcon (1991 GL),3.174187244,0.01804824,12.09764071,17.68390982,39.60473848,3.116898752,3.231475737,5.655317804,21715,0,1052,,,11.3,27.92,,0.0624,,,,,,,
a0006868,6868 Seiyauyeda (1992 HD),2.660638814,0.14969846,3.37746684,120.0794644,84.83092431,2.26234528,3.058932348,4.339973581,21470,0,1260,,,12.7,15.04,,0.0493,,,,,,,
a0006879,6879 Hyogo (1994 TC15),3.119149278,0.17640703,8.571692708,103.0651489,307.2828608,2.568909418,3.669389138,5.508868964,22713,0,949,,,12.5,20.87,,0.0535,,,,,,,
a0006895,6895 (1987 DG6),2.669064575,0.164683533,1.130316265,296.1611464,328.6380053,2.229513592,3.108615558,4.360605759,22821,0,1248,,,13.3,16.06,,0.0273,,,,,,,
a0006925,6925 Susumu (1993 UW2),2.835681981,0.099419532,14.20120481,207.5386951,85.18383041,2.553759805,3.117604156,4.775232124,18074,0,889,,,12.2,21.02,,0.0481,,,,,,,
a0006939,6939 Lestone (1952 SW1),2.588866609,0.102931779,14.09991883,36.51582185,185.2808739,2.322389962,2.855343256,4.165553469,22223,0,753,,,13.7,16.62,,0.0212,,,,,,,
a0006974,6974 Solti (1992 MC),2.599783986,0.140346786,15.79321457,166.0411366,201.738142,2.23491266,2.964655311,4.19193074,26359,0,1015,,,11.9,15.61,,0.1381,2.423,,,,,,
a0006984,6984 Lewiscarroll (1994 AO),3.97857653,0.189165454,16.79106189,206.2377706,248.0378819,3.225967296,4.731185764,7.935965604,21884,0,929,,,10.6,44.6,,0.0425,,,,,,,
a0006989,6989 Hoshinosato (1994 XH1),3.009619014,0.094294273,9.395795253,292.8230681,133.4647592,2.725829178,3.293408849,5.221261985,11743,0,905,,,12.3,16.8,,0.1725,,,,,,,
a0007019,7019 Tagayuichan (1992 EM1),2.364526515,0.156779369,11.41692235,100.591469,26.5577546,1.99381754,2.735235489,3.636005109,16097,0,792,,,13.4,10.22,,0.0889,,,,,,,
a0007050,7050 (1982 FE3),2.798241992,0.185380267,7.75764683,20.73662966,246.0580419,2.279503144,3.316980839,4.680972681,11690,0,1048,,,12.7,16.9,,0.039,,,,,,,
a0007052,7052 (1988 VQ2),2.714969774,0.284807394,17.55953109,57.04048678,288.2712011,1.941726306,3.488213241,4.473585072,9255,0,880,,,12.9,10.73,,0.1682,,,,,,,
a0007083,7083 Kant (1989 CL3),2.805063831,0.227459967,6.82606499,241.7734985,147.7273315,2.167024103,3.443103559,4.698100739,21049,0,1008,,,12.8,12.34,,0.1161,,,,,,,
a0007096,7096 Napier (1992 VM),2.77461751,0.504469823,11.22497627,148.7131309,254.9703003,1.374906705,4.174328315,4.621818496,10611,0,476,,,15,5.59,,0.0428,,,,,,,
a0007110,7110 Johnpearse (1983 XH1),2.798196533,0.205534276,7.659973044,173.6663328,267.1260371,2.223071234,3.373321831,4.680858614,12651,0,1041,,,12.7,14,,0.0625,,,,,,Ch,
a0007119,7119 Hiera (1989 AV2),5.1595639,0.101412006,19.30440523,285.5797871,122.0751922,4.636322174,5.682805627,11.72000226,9620,0,675,,,9.7,76.4,,0.0364,400,,,,,,
a0007170,7170 Livesey (1987 MK),2.698397724,0.182611001,12.50723495,330.722856,28.24508132,2.205640614,3.191154835,4.432687807,12375,0,765,,,12.5,9.21,,0.0998,,,,,,S,
a0007200,7200 (1994 NO),3.155180091,0.342688146,20.59436785,236.3889075,88.73962555,2.073937274,4.236422908,5.604597537,9460,0,506,,,13.5,11.32,,0.0346,,,,,,,
a0007217,7217 Dacke (1979 QX3),3.209697822,0.170261393,10.16857797,325.7689705,354.8219069,2.663210199,3.756185446,5.750484321,12378,0,906,,,11.4,29.47,,0.0511,,,,,,,
a0007331,7331 Balindblad (1985 TV),3.184075533,0.035755644,22.35045039,24.32653554,346.9623415,3.070226864,3.297924203,5.681764706,12083,0,765,,,11.6,24.49,,0.074,16.3,,,,,,
a0007335,7335 (1989 JA),1.771276979,0.484115221,15.19727451,61.38458873,232.1802587,0.913774832,2.628779125,2.357425188,7710,0,214,0,5,17,1.8,,,12,,,,,,
a0007366,7366 Agata (1996 UY),3.156430711,0.139393448,6.338672635,50.26101857,337.3895535,2.71644495,3.596416473,5.607930113,14818,0,1185,,,12.2,36.07,,0.0311,,,,,,,
a0007394,7394 Xanthomalitia (1985 QX4),3.929495126,0.033688705,8.609950321,174.7140375,193.1282009,3.797115524,4.061874728,7.789567299,10424,0,1160,,,11.1,44.33,,0.0326,,,,,,,
a0007466,7466 (1989 VC2),3.346298128,0.139954437,6.409475926,18.09941139,356.0662983,2.877968859,3.814627398,6.12146186,11014,0,993,,,12.1,22.53,,0.0552,,,,,,,
a0007505,7505 Furusho (1997 AM2),2.640091704,0.379367204,6.376487162,86.58633603,288.114063,1.638527495,3.641655913,4.2897968,26794,0,1127,,,12.1,9.07,,0.3732,4.14,,,,,,
a0007536,7536 Fahrenheit (1995 WB7),2.848358763,0.154080892,12.61976728,303.8569182,353.1443173,2.409481104,3.287236421,4.807289058,13038,0,815,,,12,24.77,,0.0549,,,,,,,
